name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
Self Esteem,The Offspring,spotify:track:6EsBn1Md8C5YdbCzvwvZq8,0.0173,0.458,0.912,0.0,0.363,-3.666,0.0618,104.522,0.611,Nova playlist 2
Come Out And Play (Keep ‘Em Separated),The Offspring,spotify:track:0Yb5Kfpf3boElZNa61wPdJ,0.0535,0.481,0.856,6.75e-06,0.0847,-3.764,0.162,158.405,0.847,Nova playlist 2
Gone Away - 1997,The Offspring,spotify:track:5BnFZLH99sYav2cxJFGO2n,0.012,0.45,0.945,0.00687,0.0683,-3.995,0.0806,111.342,0.294,Nova playlist 2
Dark Necessities,Red Hot Chili Peppers,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,0.0722,0.7,0.742,0.0199,0.11,-6.777,0.0716,91.959,0.197,Nova playlist 2
Ela,Tim Bernardes,spotify:track:3ZV87D1YcdCJhynXdTiqVu,0.93,0.717,0.0481,0.00014,0.126,-18.158,0.0417,110.492,0.361,Nova playlist 2
Como Faz - Acústico,Flora Matos,spotify:track:0gSHtloPUrlggSXlzaU9TB,0.791,0.639,0.26,1.45e-05,0.258,-7.558,0.142,91.423,0.417,Nova playlist 2
Be Yourself,Audioslave,spotify:track:3zwmW1gM4E8FlHXV5nE16u,0.143,0.423,0.845,5.07e-06,0.213,-3.509,0.0559,116.602,0.317,Nova playlist 2
Sorriso ao Sono,Phill Veras,spotify:track:2vGvPQNnyybJmiqpr1HiKX,0.7,0.627,0.342,0.166,0.082,-12.833,0.0394,80.03,0.513,Nova playlist 2
"Ai, Ai, Como Eu Me Iludo",O Terno,spotify:track:3eMkpAa2ntFVStoZ91XoD9,0.353,0.36,0.55,5.37e-06,0.191,-7.01,0.0783,154.257,0.341,Nova playlist 2
Tijolão - Ao Vivo,Jorge & Mateus,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,0.469,0.637,0.877,0.0,0.343,-3.68,0.198,118.889,0.691,Nova playlist 2
Solteiro Não Trai - Ao Vivo,Gustavo Mioto,spotify:track:7oEr56KG6odStlQH0nvdyr,0.483,0.493,0.832,0.0,0.956,-3.42,0.201,157.964,0.599,Nova playlist 2
Melhor Saída - Ao Vivo,Lauana Prado,spotify:track:704li4NOyKCQY6qNdoEW5n,0.391,0.781,0.833,0.0,0.964,-3.131,0.038,110.06,0.693,Nova playlist 2
Deixa Eu Te Chamar de Meu Amor,Breno & Caio Cesar,spotify:track:0EyxB6uQOUC4ex2tbJuu6m,0.1,0.719,0.781,0.0,0.197,-5.131,0.0535,156.012,0.713,Nova playlist 2
Sem Sal - Ao Vivo,Marília Mendonça,spotify:track:0E5S49GCejjIo9Bjmo5Q4z,0.112,0.559,0.844,0.0,0.935,-3.685,0.124,139.385,0.823,Nova playlist 2
Bebo Litro - Ao Vivo,Maiara & Maraisa,spotify:track:5bp0iH4hXKrvwxi64oDGon,0.483,0.596,0.835,0.0,0.349,-2.886,0.087,138.801,0.689,Nova playlist 2
Sofro Onde Eu Quiser,Yasmin Santos,spotify:track:2Xr33epIjw1fbwOhrng4Pd,0.285,0.746,0.503,0.0,0.111,-7.208,0.0371,125.938,0.708,Nova playlist 2
Lençol Dobrado,João Gustavo e Murilo,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,0.361,0.707,0.664,0.0,0.331,-5.042,0.0382,124.991,0.674,Nova playlist 2
Búzios do Coração,Banda Uó,spotify:track:6pm28zwDGE8PpoxUFV861g,0.123,0.648,0.606,0.0,0.161,-5.067,0.0396,99.963,0.472,Nova playlist 2
Wish You Were Here,Incubus,spotify:track:6KtLECDztnah63TNmV4Plw,0.000631,0.246,0.768,0.301,0.102,-7.48,0.0387,169.873,0.35,Nova playlist 2
Redoma,Filipe Catto,spotify:track:5hEt4kX49D4yxJRUFSsyli,0.804,0.511,0.23,0.0,0.118,-12.919,0.0326,97.933,0.0993,Nova playlist 2
Desculpa Doutor,San Joe,spotify:track:18CO6ODntZqzMxOxigBps4,0.862,0.635,0.559,0.0,0.115,-4.883,0.36,128.662,0.629,Nova playlist 2
What's My Age Again?,blink-182,spotify:track:5JZcX7TTLx4l0xFIXJ3DBt,0.017,0.403,0.956,7.09e-05,0.0893,-7.376,0.0732,157.706,0.561,Nova playlist 2
As Cartas Que Eu Não Mando - Ao Vivo,Leoni,spotify:track:050P0IiF0BUccojgfzHcQm,0.827,0.532,0.47,0.0,0.764,-8.821,0.0422,93.951,0.835,Nova playlist 2
Cotidiano,Chico Buarque,spotify:track:127twwy3iCo1xBRQHyWetU,0.38,0.477,0.835,8.3e-06,0.062,-5.248,0.0533,89.855,0.778,Nova playlist 2
Pode Vir Comigo,Phill Veras,spotify:track:3milBx9QeHDYXKY1yUNYuy,0.884,0.455,0.289,0.0651,0.111,-12.218,0.0399,169.126,0.28,Nova playlist 2
Só Sei Dançar Com Você,Tulipa Ruiz,spotify:track:5Y1mguQcl8TbHgS12atuVy,0.792,0.671,0.508,1.99e-05,0.141,-8.331,0.0289,113.99,0.158,Nova playlist 2
Marceline,Ana Muller,spotify:track:31KYQjghWvr04Qc5yjqidc,0.917,0.617,0.11,1.66e-06,0.115,-15.122,0.0437,118.677,0.464,Nova playlist 2
Partilhar,Rubel,spotify:track:3WVBQjDRoUUTJnWVaUUEHL,0.826,0.478,0.279,0.07,0.153,-10.959,0.0866,115.047,0.336,Nova playlist 2
Zero,Liniker e os Caramelows,spotify:track:2arxf0qwSpidhAVwJ7v9gV,0.402,0.592,0.42,0.0,0.101,-7.99,0.0358,146.004,0.441,Nova playlist 2
Já Era,Seu Pereira e Coletivo 401,spotify:track:4ZBxAQzSqxf09s3ef1KBf7,0.194,0.64,0.659,0.0,0.167,-8.448,0.0385,127.078,0.382,Nova playlist 2
Amber,311,spotify:track:51UtgWS4z1eMPuLQOzPtNH,0.119,0.659,0.727,0.00427,0.1,-8.638,0.0455,166.163,0.748,Nova playlist 2
Deus Há de Ser,Elza Soares,spotify:track:161JXhhbpEd58R35WxFFUh,0.0491,0.48,0.643,2.43e-06,0.0729,-4.886,0.0816,151.902,0.25,Nova playlist 2
Balada Do Louco,Os Mutantes,spotify:track:0Gj6ROsip9fKX9BTKSyVu6,0.54,0.388,0.458,2.27e-06,0.116,-5.485,0.0336,148.804,0.253,Nova playlist 2
Cartão Postal,Apanhador Só,spotify:track:2LWW6D1zabtolij6KFXQYm,0.918,0.527,0.296,0.000398,0.263,-10.002,0.0347,112.995,0.216,Nova playlist 2
Casa Vazia,Vanguart,spotify:track:51bP3pqxCa14gFOvWBUET1,0.00161,0.531,0.486,0.0,0.206,-7.987,0.0288,137.969,0.414,Nova playlist 2
Through Glass,Stone Sour,spotify:track:5NeIONQWJ25uPylJBJiO4c,0.0417,0.545,0.753,0.0,0.389,-4.618,0.036,105.754,0.434,Nova playlist 2
O Que Será (A Flor Da Terra),Chico Buarque,spotify:track:0rfbvwLPBLBsEd4Bxz8IVb,0.487,0.435,0.671,0.0,0.589,-10.75,0.0586,157.564,0.792,Nova playlist 2
Ainda Gosto Dela,Skank,spotify:track:3eW8Di8rolVzktc3xW7hba,0.0496,0.693,0.761,3.11e-06,0.0928,-6.71,0.0265,122.002,0.718,Nova playlist 2
Oitavo Andar,Clarice Falcão,spotify:track:3O7GFKYnJQFKxhU6wJ6AT8,0.758,0.708,0.296,0.0,0.0966,-12.256,0.0463,117.177,0.681,Nova playlist 2
Garotos II - O Outro Lado,Leoni,spotify:track:1wLqPjSFDIH59nhQ5Th5XT,0.666,0.808,0.412,4.76e-06,0.122,-10.631,0.0267,108.041,0.724,Nova playlist 2
O Vento,Los Hermanos,spotify:track:4PCyzOTAB7zfJaxaS1uLSY,0.0247,0.665,0.685,1.08e-05,0.088,-6.17,0.0328,137.948,0.839,Nova playlist 2
"Linda, Louca e Livre",Apanhador Só,spotify:track:02SKVviRahUrRZGg5Bo7B6,0.938,0.641,0.307,0.000145,0.142,-14.554,0.0482,81.663,0.315,Nova playlist 2
Sujeito De Sorte,Belchior,spotify:track:1UsAjRCSavihMYsspqJz4e,0.291,0.455,0.407,0.000235,0.067,-19.041,0.0988,167.385,0.442,Nova playlist 2
Aindas,Ana Vilela,spotify:track:64RrdeZbeiMKvhhSbWKPso,0.526,0.464,0.548,0.0,0.0855,-7.403,0.0286,163.945,0.723,Nova playlist 2
Mosca Na Sopa,Raul Seixas,spotify:track:3AQg8DR76bH9Ko3mZXuSWK,0.328,0.598,0.759,3.43e-05,0.179,-10.237,0.0843,90.314,0.891,Nova playlist 2
ATWA,System Of A Down,spotify:track:6gCVA6ja6g0foIsWv0RuSZ,0.00378,0.376,0.787,0.0,0.548,-4.731,0.0394,87.102,0.371,Nova playlist 2
Dog Days Are Over,Florence + The Machine,spotify:track:456WNXWhDwYOSf5SpTuqxd,0.0338,0.501,0.809,0.00602,0.119,-5.264,0.0938,149.964,0.258,Nova playlist 2
Jenny of Oldstones (Game of Thrones),Florence + The Machine,spotify:track:1u0THw5xaGd7sYzJEh48Lt,0.931,0.27,0.195,9.73e-06,0.0949,-10.653,0.0797,46.489,0.171,Nova playlist 2
Canção e Silêncio,Filipe Catto,spotify:track:53VYuYMa0gb7bRTwUxPb7u,0.793,0.584,0.605,3.57e-05,0.167,-7.032,0.0574,136.138,0.471,Nova playlist 2
20 E Poucos Anos - Live,Filipe Catto,spotify:track:5O2YRrV2pKqPKUNKjaTZL8,0.667,0.447,0.466,8.68e-06,0.925,-8.746,0.0406,74.672,0.238,Nova playlist 2
Torrente,Filipe Catto,spotify:track:1p6u8PepldGWqPg4ktQifH,0.069,0.532,0.594,5.77e-06,0.464,-10.889,0.0489,74.995,0.526,Nova playlist 2
Faz Parar,Filipe Catto,spotify:track:12VbSwyvdy1P6ZCGjjXptQ,0.904,0.246,0.283,0.00076,0.15,-15.116,0.0334,73.151,0.105,Nova playlist 2
Obaluiê,Serena Assumpção,spotify:track:6h75Z6vZx908U16YGVfXO8,0.914,0.35,0.145,0.0,0.0938,-10.18,0.0312,162.16,0.195,Nova playlist 2
Anos Luz,Matuê,spotify:track:2aRdz1goHRuJ2FkDw3vpVX,0.375,0.634,0.498,0.0,0.115,-10.242,0.103,109.817,0.299,Nova playlist 2
Sessão do Descarrego,Filipe Ret,spotify:track:6eK68flOp1XqQtbWohsdNE,0.247,0.778,0.681,0.0,0.111,-7.148,0.245,121.047,0.142,Nova playlist 2
Dás Arábia,Costa Gold,spotify:track:6e2uf3kukg8TzUzzk5zhvF,0.047,0.684,0.565,0.0,0.336,-7.693,0.401,91.569,0.429,Nova playlist 2
Eu Vou,Hot e Oreia,spotify:track:4lfVQOrrBfTUE1BtcYP0XH,0.0959,0.795,0.643,0.0,0.386,-6.085,0.344,88.954,0.593,Nova playlist 2
Área 51,Black Alien,spotify:track:0k70HfFx7rqehJDmYk8FKh,0.766,0.827,0.59,0.0,0.122,-5.713,0.372,169.961,0.672,Nova playlist 2
O Lado Vazio do Sofá,Rodrigo Alarcon,spotify:track:2XQIR6nnEKH1m1FTBdoPKi,0.879,0.398,0.245,0.000183,0.133,-12.636,0.0321,147.432,0.272,Nova playlist 2
I Really Wish I Hated You,blink-182,spotify:track:1VPoFXYjoganemxvLPhhKd,0.0358,0.615,0.81,0.0,0.289,-6.137,0.0506,143.054,0.728,Nova playlist 2
Descansar,Canto dos Malditos Na Terra do Nunca,spotify:track:74DrjifcTrDbmoGQBD8ScI,0.000336,0.605,0.642,0.0,0.174,-7.599,0.0289,129.975,0.518,Nova playlist 2
In the End,Linkin Park,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,105.143,0.4,Nova playlist 2
Olha minha cara,Canto dos Malditos Na Terra do Nunca,spotify:track:6y1ssXWGsye4VJsSOP50Kt,0.000491,0.352,0.782,0.0,0.165,-4.091,0.034,168.151,0.419,Nova playlist 2
Rebordosa Rê Saca,Lucas Guido,spotify:track:7loqgGJ4JFHjNHOyg5zDpA,0.205,0.576,0.416,0.000121,0.111,-9.511,0.0298,131.965,0.117,Nova playlist 2
Bagatelas,Ana Sucha,spotify:track:7jIpLJw3Grls60IwfymuiX,0.7,0.538,0.342,2.57e-05,0.916,-6.56,0.0605,115.385,0.487,Nova playlist 2
Ladinho,Flerte Flamingo,spotify:track:1mzWbpXYSuyWOyEzNP5zca,0.264,0.569,0.768,2.2e-05,0.105,-6.256,0.0485,92.897,0.674,Nova playlist 2
Nostalgia,Vivendo do Ócio,spotify:track:3skv0Lg9u0Tqkoqqnb7hR9,0.00296,0.427,0.508,0.0,0.091,-6.527,0.0305,80.976,0.388,Nova playlist 2
Último Romance,Los Hermanos,spotify:track:0ZPquQV2aKmDfwPjvMdvRp,0.509,0.406,0.665,0.000641,0.112,-6.264,0.0286,159.997,0.553,Nova playlist 2
Poliamor,Barro,spotify:track:2gEWBNzyEVDnZrjwjMXL7m,0.0587,0.565,0.724,0.00041,0.172,-6.908,0.0325,94.95,0.772,Nova playlist 2
Quero Ser Feliz Também,Natiruts,spotify:track:09h91oP3t1c5fSEI5P6maS,0.168,0.74,0.463,0.0001,0.317,-9.366,0.0433,172.047,0.853,Nova playlist 2
A falta,Canto dos Malditos Na Terra do Nunca,spotify:track:5zJzztIOpmxyy60Y5Tm7Fn,0.000961,0.439,0.497,1.26e-05,0.0885,-6.345,0.0329,140.067,0.048,Nova playlist 2
E antes que eu esqueça,Canto dos Malditos Na Terra do Nunca,spotify:track:3UGBS2bfTk0YK0UneFZJgT,0.00775,0.432,0.542,0.000213,0.202,-5.963,0.0325,136.084,0.483,Nova playlist 2
Roupa Do Corpo,Filipe Catto,spotify:track:2Ptkyz6O2JU9InyuMleNqi,0.333,0.851,0.342,0.0,0.0862,-10.872,0.352,152.146,0.801,Nova playlist 2
Vampiro da Rua Xv,Maglore,spotify:track:1in64PDQDafJlcQlHMrpWe,0.0127,0.585,0.655,1.31e-06,0.117,-5.467,0.0288,97.04,0.598,Nova playlist 2
Shallow - Radio Edit,Lady Gaga,spotify:track:6QfS2wq5sSC1xAJCQsTSlj,0.416,0.575,0.33,0.0,0.0872,-6.557,0.031,95.801,0.277,Nova playlist 2
Alibi,Bradley Cooper,spotify:track:3VQN13uMyi3dGpyIyUhG3X,0.0145,0.285,0.787,0.00043,0.817,-3.641,0.036,175.693,0.636,Nova playlist 2
Always Remember Us This Way,Lady Gaga,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,0.299,0.553,0.502,0.0,0.764,-5.972,0.0409,129.976,0.296,Nova playlist 2
I Don't Know What Love Is,Lady Gaga,spotify:track:3PPeqAc0fCfFdh8cUYShn6,0.348,0.421,0.535,0.000194,0.194,-6.556,0.0288,62.671,0.221,Nova playlist 2
Is That Alright?,Lady Gaga,spotify:track:378u8gf9qpJ4ZhxHEvrodl,0.868,0.557,0.279,1.25e-05,0.0978,-7.757,0.0372,102.727,0.263,Nova playlist 2
I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,spotify:track:3DKpA54hrFIdPN6AtL9HXa,0.785,0.45,0.335,1.25e-06,0.0979,-7.464,0.0298,109.908,0.25,Nova playlist 2
Black Eyes,Bradley Cooper,spotify:track:7qrJKTyxjWDBpVofIYydTk,0.000811,0.373,0.937,6.37e-05,0.815,-2.133,0.0834,150.242,0.46,Nova playlist 2
Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,0.281,0.621,0.743,0.0,0.411,-3.864,0.0738,111.454,0.581,Nova playlist 2
Elevação Mental,Triz,spotify:track:3VsEB2se0b0AewNF22Flrm,0.707,0.661,0.581,0.0,0.331,-7.714,0.369,81.157,0.443,Nova playlist 2
Pra Berlin,Triz,spotify:track:0sRzOlD788V7vTonwx5m4S,0.34,0.459,0.612,3.11e-05,0.174,-6.914,0.119,171.789,0.536,Nova playlist 2
Come and Get Your Love - Single Version,Redbone,spotify:track:7GVUmCP00eSsqc4tzj1sDD,0.172,0.731,0.804,0.00028,0.0685,-7.621,0.0473,107.383,0.957,Nova playlist 2
Dia Clarear,Banda do Mar,spotify:track:7JQet6yCd8rZX3oeVGqAyx,0.772,0.626,0.202,0.0,0.116,-12.963,0.0316,108.883,0.554,Nova playlist 2
Janta,Marcelo Camelo,spotify:track:24LCpDY92Bm5WnMvT3EYVU,0.899,0.457,0.222,1.1e-06,0.1,-11.716,0.0342,99.687,0.195,Nova playlist 2
Todo Carinho,DUDA BEAT,spotify:track:118239i3aWkav7mlAmldh9,0.302,0.319,0.384,0.000116,0.31,-9.525,0.0325,88.557,0.167,Nova playlist 2
Canção de Engate,Filipe Catto,spotify:track:6hdlff1Iyhl8TedMvIX3hf,0.00182,0.571,0.728,0.000654,0.133,-8.526,0.0382,133.416,0.554,Nova playlist 2
Lua Deserta,Filipe Catto,spotify:track:1yAyfltRy0itwAUMuJEl3z,0.0598,0.622,0.683,0.000123,0.108,-6.971,0.043,124.962,0.542,Nova playlist 2
Só por Ti,Filipe Catto,spotify:track:4dj3GVIMuSlSdwtOlBLXnm,0.066,0.616,0.604,0.000241,0.272,-9.212,0.0304,119.981,0.272,Nova playlist 2
Arco de Luz,Filipe Catto,spotify:track:1HUx856qN75FKVOg29w90P,0.18,0.67,0.491,0.00392,0.106,-10.337,0.0414,120.029,0.218,Nova playlist 2
É Sempre o Mesmo Lugar,Filipe Catto,spotify:track:2JFP9ZqmFo9TkWZ7K3STsj,0.0747,0.582,0.732,0.0948,0.16,-9.646,0.0433,114.985,0.278,Nova playlist 2
Eu Não Quero Mais,Filipe Catto,spotify:track:11irxzV5aFcjAH6GrJd5ll,0.00877,0.59,0.501,0.000326,0.103,-10.124,0.0356,139.936,0.18,Nova playlist 2
Dias e Noites,Filipe Catto,spotify:track:0W5ebbcuEY75lxXgogLKYW,0.129,0.669,0.638,7.48e-06,0.0815,-6.136,0.0298,130.015,0.742,Nova playlist 2
Maremotos,Supercombo,spotify:track:6sDNSA23tP1JveKjJNWh8i,0.0022,0.504,0.59,2.36e-05,0.376,-11.558,0.0404,164.977,0.714,Nova playlist 2
Here Comes The Sun - Remastered 2009,The Beatles,spotify:track:6dGnYIeXmHdcikdzNNDMm2,0.0339,0.557,0.54,0.00248,0.179,-10.484,0.0347,129.171,0.394,Nova playlist 2
Let It Be - Remastered 2009,The Beatles,spotify:track:7iN1s7xHE4ifF5povM6A48,0.631,0.443,0.403,0.0,0.111,-8.339,0.0322,143.462,0.41,Nova playlist 2
Hey Jude - Remastered 2015,The Beatles,spotify:track:0aym2LBJBk9DAYuHHutrIl,0.0112,0.386,0.607,1.38e-05,0.088,-7.7,0.0261,147.207,0.532,Nova playlist 2
Self-Esteem,The Offspring,spotify:track:7oMQBs40QK1wQ3dI4pc29Q,0.0407,0.482,0.932,0.0,0.358,-3.463,0.0594,104.532,0.702,Nova playlist 2
For Tomorrow - 2012 Remaster,Blur,spotify:track:3rWlZxRCrBMcEL3QsSidr4,0.0143,0.631,0.84,0.0,0.0712,-6.025,0.0285,95.849,0.653,Nova playlist 2
Açúcar ou Adoçante,Cícero,spotify:track:0AOEb0Hd4OZyEq41iLhyhn,0.753,0.615,0.328,0.00295,0.0946,-9.339,0.0302,100.047,0.27,Nova playlist 2
Pro Mundo Ouvir,DUDA BEAT,spotify:track:2W8i6H3gZGj3yIYQOBrTGP,0.00908,0.655,0.632,0.00749,0.822,-6.56,0.0292,133.991,0.188,Nova playlist 2
Meu Amor É Teu,Marcelo Camelo,spotify:track:0HjlbE5iurkc4n2efskB57,0.849,0.449,0.424,0.00038,0.103,-7.488,0.0261,98.006,0.466,Nova playlist 2
Heart-Shaped Box,Nirvana,spotify:track:11LmqTE2naFULdEP94AUBa,0.199,0.256,0.641,0.0329,0.0853,-10.283,0.0552,203.006,0.382,Nova playlist 2
Take A Look Around,Limp Bizkit,spotify:track:2avKuMN2QXkaG9vvHa2JLt,0.0175,0.425,0.852,0.306,0.0935,-5.607,0.046,101.968,0.512,Nova playlist 2
Transar No Escuro,Charlie Brown Jr.,spotify:track:0JPesMURlkeCSWDB9kPm9p,0.000416,0.336,0.968,0.000677,0.428,-5.175,0.051,170.03,0.555,Nova playlist 2
Boca de Lobo,Criolo,spotify:track:4DzSv3ePKvQpVTsWqTeUVN,0.222,0.703,0.803,0.000356,0.379,-7.428,0.215,80.965,0.863,Nova playlist 2
Cabrobro,Tianastacia,spotify:track:6VlnIWZ9k5XpnVdgfhTcn2,0.000545,0.489,0.934,0.0,0.328,-4.381,0.24,153.915,0.819,Nova playlist 2
Hoje Sou Eu Que Não Mais Te Quero,Charlie Brown Jr.,spotify:track:0vgmsxgWglYs52xNkW5Tkh,0.0872,0.601,0.766,0.013,0.0965,-5.358,0.0409,87.997,0.378,Nova playlist 2
Clube Dos Canalhas,Matanza,spotify:track:2UX8moWR8EvEr2DKitSpmu,7.01e-05,0.451,0.947,6.1e-05,0.25,-4.115,0.0725,156.18,0.815,Nova playlist 2
Sinta vontade de ficar,Canto dos Malditos Na Terra do Nunca,spotify:track:1GOEbdxEX2ldQBIczYtmBh,0.00716,0.444,0.638,0.0,0.133,-5.593,0.0308,136.092,0.368,Nova playlist 2
Como seria,Canto dos Malditos Na Terra do Nunca,spotify:track:0s53EqheMplpaTias9jfWA,0.00668,0.546,0.916,0.000784,0.156,-5.653,0.0774,130.208,0.231,Nova playlist 2
O que te faz voltar,Canto dos Malditos Na Terra do Nunca,spotify:track:3qta3e6XiPComEwmcTwQjx,0.00857,0.412,0.849,3.96e-06,0.359,-4.339,0.0498,161.969,0.478,Nova playlist 2
Adoração,Filipe Catto,spotify:track:7dVM050hhGk6BB9uV9XRhL,0.169,0.692,0.537,2.38e-05,0.112,-7.694,0.0276,130.035,0.448,Nova playlist 2
Menina Mulher Da Pele Preta,Jorge Ben Jor,spotify:track:5HpURubJUz2gysQiAkle9I,0.61,0.591,0.449,0.0571,0.255,-15.547,0.0754,134.864,0.976,Nova playlist 2
Odin,Fabio Brazza,spotify:track:7tTdT06dQdnodcjcMD2pNX,0.333,0.759,0.612,0.0,0.369,-7.656,0.254,90.125,0.51,Nova playlist 2
Estopim,Fabio Brazza,spotify:track:6D5fnKQOOqBzGkLpMvP98o,0.351,0.646,0.84,0.0,0.0366,-5.691,0.336,179.931,0.877,Nova playlist 2
Hoje Eu Quero Sair Só,Lenine,spotify:track:3MlTmlmooUijgyJJswZfm1,0.222,0.773,0.549,0.000986,0.106,-10.091,0.0424,94.014,0.707,Nova playlist 2
"Lamentável, Pt. III",Froid,spotify:track:46h2Z0b21xC1gzluNeCiVG,0.578,0.576,0.565,0.0,0.194,-6.368,0.384,140.341,0.354,Nova playlist 2
Anos Luz,Matuê,spotify:track:6J8UJNZrIwvcpsWHvSkwXn,0.384,0.628,0.398,0.0,0.104,-14.111,0.153,109.762,0.333,Nova playlist 2
Morena,Los Hermanos,spotify:track:6kJmZqhB2Pf2442GOCAohB,0.478,0.921,0.342,0.0446,0.0741,-10.546,0.0366,104.029,0.852,Nova playlist 2
Aniversário de Sobriedade,Black Alien,spotify:track:786H6CRL3H5WNPnkqTfnNX,0.457,0.865,0.507,0.0144,0.121,-8.494,0.19,88.003,0.543,Nova playlist 2
take you home,slenderbodies,spotify:track:5f2JNWZKJMZEgkRJc9MCTv,0.184,0.776,0.537,4.71e-05,0.0921,-5.891,0.0471,97.971,0.792,Nova playlist 2
Rap God,Eminem,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,0.403,0.712,0.838,0.0,0.809,-2.679,0.313,148.138,0.607,Nova playlist 2
RAP DEVIL,Machine Gun Kelly,spotify:track:63TyoT9Ee03rQxv8xmdJ2l,0.217,0.895,0.839,3e-06,0.239,-4.512,0.227,149.951,0.756,Nova playlist 2
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.00868,0.692,0.744,0.000423,0.359,-4.565,0.257,171.374,0.0612,Nova playlist 2
Kamikaze,Eminem,spotify:track:2gsNpSn7VvvJuSrIDfRoYy,0.112,0.78,0.808,0.0,0.329,-5.175,0.484,79.982,0.642,Nova playlist 2
Stepping Stone,Eminem,spotify:track:60Z57Wdrn0pEVpHI7d7GAX,0.0305,0.616,0.684,0.0,0.376,-6.032,0.311,179.503,0.312,Nova playlist 2
Rap God,Eminem,spotify:track:6or1bKJiZ06IlK0vFvY75k,0.397,0.708,0.843,0.0,0.799,-2.66,0.314,148.14,0.625,Nova playlist 2
Onde Estiver,NX Zero,spotify:track:2wnJb9am5Saf4jBBUcusqI,0.0908,0.717,0.929,0.0,0.316,-2.727,0.0302,115.003,0.631,Nova playlist 2
Só por Hoje,Horu$,spotify:track:4lIYGgFXxr2CM0lJRgEdzW,0.855,0.776,0.335,0.0,0.134,-9.923,0.037,116.98,0.554,Nova playlist 2
Killshot,Eminem,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,0.0995,0.893,0.651,0.0,0.371,-8.647,0.367,105.835,0.6,Nova playlist 2
Você Tem,Dreicon,spotify:track:6MMeHHFx8H30NoxkfAD5Bn,0.732,0.714,0.479,0.0,0.117,-5.313,0.0566,143.956,0.553,Nova playlist 2
Pegando Leve,O Terno,spotify:track:2j6yNLDUCGhVzbeU1WBhFg,0.252,0.452,0.291,1.81e-06,0.0581,-12.225,0.0277,102.467,0.465,Nova playlist 2
I Wanna Be Yours,Arctic Monkeys,spotify:track:5XeFesFbtLpXzIVDNQP22n,0.136,0.464,0.417,0.022,0.0974,-9.345,0.0256,67.528,0.479,Nova playlist 2
Preso no Amanhã,Tagua Tagua,spotify:track:4ti8dima3V0kVO1tnbls9b,0.0219,0.571,0.511,0.00096,0.112,-8.971,0.0253,143.956,0.464,Nova playlist 2
Colo de Menina,Rastapé,spotify:track:5aGhtbviqUqjtno5vcUmCN,0.305,0.654,0.464,0.0,0.11,-8.369,0.031,145.371,0.72,Nova playlist 2
Check Yo Self - Remix,Ice Cube,spotify:track:3NGT0Td7H4Is1qrlDQJxma,0.031,0.934,0.735,8.6e-06,0.107,-6.668,0.251,101.368,0.768,Nova playlist 2
The Next Episode,Dr. Dre,spotify:track:2eknDuc5IeulN0hnwEZsjF,0.0308,0.923,0.912,0.0,0.111,-2.399,0.266,95.305,0.287,Nova playlist 2
Qualquer intenção,Canto dos Malditos Na Terra do Nunca,spotify:track:5sr7y5cjlp8znkKR0GAXwi,0.0125,0.545,0.46,3.38e-06,0.101,-6.86,0.0288,138.186,0.11,Nova playlist 2
Crime Passional,Filipe Catto,spotify:track:3thSIJySPUuc4kBkWsc0Yk,0.41,0.583,0.327,0.0,0.132,-10.623,0.0303,105.889,0.353,Nova playlist 2
Venom - Music From The Motion Picture,Eminem,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,0.0193,0.749,0.794,0.0,0.543,-5.063,0.064,135.959,0.46,Nova playlist 2
Tribe (with J. Cole),Bas,spotify:track:0YAQnYt2oB8OdoaeqnHyTI,0.241,0.755,0.594,0.0,0.107,-5.906,0.216,178.929,0.237,Nova playlist 2
Missão Apollo,Zimbra,spotify:track:1nrXASsctukBTO5Slsb5Dk,0.278,0.567,0.732,0.0,0.0851,-3.872,0.0356,80.084,0.519,Nova playlist 2
The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,spotify:track:0UREO3QWbXJW3gOUXpK1am,0.00278,0.824,0.684,1.45e-06,0.0481,-7.354,0.0935,101.152,0.87,Nova playlist 2
Not Alike (feat. Royce Da 5'9),Eminem,spotify:track:28FGV3ORH14MYORd7s5dlU,0.0692,0.904,0.756,0.0,0.339,-3.746,0.32,140.005,0.342,Nova playlist 2
