ANO,IBGE7,NOME,IDEB_AF,POP_TOT
2013,3142304,Moeda,5,4883
2013,3142403,Moema,5.9,7363
2013,3142502,Monjolos,4.6,2379
2013,3142601,Monsenhor Paulo,5.5,8537
2013,3142700,Montalvânia,4.5,15974
2013,3142809,Monte Alegre de Minas,4.4,20594
2013,3142908,Monte Azul,4.7,22218
2013,3143005,Monte Belo,5.5,13435
2013,3143104,Monte Carmelo,5.6,47595
2013,3143153,Monte Formoso,4.1,4855
2013,3143203,Monte Santo de Minas,4.8,21878
2013,3143302,Montes Claros,4.5,385898
2013,3143401,Monte Sião,5.2,22557
2013,3143450,Montezuma,4.8,7901
2013,3143500,Morada Nova de Minas,4.6,8657
2013,3143609,Morro da Garça,3.5,2669
2013,3143708,Morro do Pilar,3.7,3421
2013,3143807,Munhoz,4.6,6351
2013,3143906,Muriaé,5.2,105861
2013,3144003,Mutum,5.2,27456
2013,3144102,Muzambinho,5.6,21007
2013,3144201,Nacip Raydan,5.4,3256
2013,3144300,Nanuque,4.2,41876
2013,3144359,Naque,4.4,6708
2013,3144375,Natalândia,4.3,3376
2013,3144409,Natércia,5,4802
2013,3144508,Nazareno,4.8,8363
2013,3144607,Nepomuceno,4.4,26725
2013,3144656,Ninheira,,10219
2013,3144672,Nova Belém,5,3662
2013,3144706,Nova Era,4.8,18002
2013,3144805,Nova Lima,4.7,87391
2013,3144904,Nova Módica,4.8,3830
2013,3145000,Nova Ponte,5.5,13988
2013,3145059,Nova Porteirinha,,7623
2013,3145109,Nova Resende,5.8,16191
2013,3145208,Nova Serrana,5.1,84550
2013,3145307,Novo Cruzeiro,4.4,31715
2013,3145356,Novo Oriente de Minas,4.2,10738
2013,3145372,Novorizonte,4.4,5196
2013,3145406,Olaria,5.3,1957
2013,3145455,Olhos-d&apos;Água,3.9,5659
2013,3145505,Olímpio Noronha,5,2677
2013,3145604,Oliveira,4.6,41181
2013,3145703,Oliveira Fortes,5.7,2181
2013,3145802,Onça de Pitangui,4.1,3164
2013,3145851,Oratórios,4.9,4660
2013,3145877,Orizânia,3.9,7701
2013,3145901,Ouro Branco,4.2,37492
2013,3146008,Ouro Fino,5.6,33031
2013,3146107,Ouro Preto,4.5,73349
2013,3146206,Ouro Verde de Minas,4.4,6148
2013,3146255,Padre Carvalho,3.5,6154
2013,3146305,Padre Paraíso,4.1,19744
2013,3146404,Paineiras,5.5,4708
2013,3146503,Pains,4.9,8307
2013,3146552,Pai Pedro,4.2,6137
2013,3146602,Paiva,,1590
2013,3146701,Palma,5.1,6738
2013,3146750,Palmópolis,3.7,6674
2013,3146909,Papagaios,4.5,15007
2013,3147006,Paracatu,4.6,89530
2013,3147105,Pará de Minas,4.9,89418
2013,3147204,Paraguaçu,5,21164
2013,3147303,Paraisópolis,4.8,20410
2013,3147402,Paraopeba,4.9,23762
2013,3147501,Passabém,4.9,1776
2013,3147600,Passa Quatro,4.8,16224
2013,3147709,Passa Tempo,4.5,8377
2013,3147808,Passa-Vinte,3.8,2121
2013,3147907,Passos,5.1,111651
2013,3147956,Patis,3.8,5846
2013,3148004,Patos de Minas,5.4,146416
2013,3148103,Patrocínio,5,87178
2013,3148202,Patrocínio do Muriaé,5.4,5548
2013,3148301,Paula Cândido,5.8,9605
2013,3148400,Paulistas,4.1,5020
2013,3148509,Pavão,4,8771
2013,3148608,Peçanha,4.9,17797
2013,3148707,Pedra Azul,4,24612
2013,3148756,Pedra Bonita,3.8,6978
2013,3148806,Pedra do Anta,4.9,3414
2013,3148905,Pedra do Indaiá,6.2,4006
2013,3149002,Pedra Dourada,4.9,2345
2013,3149101,Pedralva,5.4,11683
2013,3149150,Pedras de Maria da Cruz,2.9,10970
2013,3149200,Pedrinópolis,5.4,3626
2013,3149309,Pedro Leopoldo,4.6,61975
2013,3149408,Pedro Teixeira,5.4,1838
2013,3149507,Pequeri,,3296
2013,3149606,Pequi,4.1,4284
2013,3149705,Perdigão,4.3,9943
2013,3149804,Perdizes,5.8,15323
2013,3149903,Perdões,4.9,21013
2013,3149952,Periquito,4.1,7150
2013,3150000,Pescador,3.7,4274
2013,3150109,Piau,3.7,2887
2013,3150158,Piedade de Caratinga,4.7,7744
2013,3150208,Piedade de Ponte Nova,4.6,4192
2013,3150307,Piedade do Rio Grande,4.3,4766
2013,3150406,Piedade dos Gerais,5.4,4867
2013,3150505,Pimenta,5.9,8582
2013,3150539,Pingo-d&apos;Água,5.6,4696
2013,3150570,Pintópolis,4.4,7491
2013,3150604,Piracema,5.2,6575
2013,3150703,Pirajuba,4.2,5253
2013,3150802,Piranga,5,17804
2013,3150901,Piranguçu,4.2,5432
2013,3151008,Piranguinho,5.3,8404
2013,3151107,Pirapetinga,4.9,10754
2013,3151206,Pirapora,4.5,55704
2013,3151305,Piraúba,5,11123
2013,3151404,Pitangui,4.3,26797
2013,3151503,Piumhi,4.8,33580
2013,3151602,Planura,3.2,11194
2013,3151701,Poço Fundo,5.8,16633
2013,3151800,Poços de Caldas,4.8,161025
2013,3151909,Pocrane,4.2,9050
2013,3152006,Pompéu,4.7,30699
2013,3152105,Ponte Nova,4.3,59614
2013,3152131,Ponto Chique,5,4161
2013,3152170,Ponto dos Volantes,4.3,11881
2013,3152204,Porteirinha,4.7,38697
2013,3152303,Porto Firme,4.5,10955
2013,3152402,Poté,3.9,16350
2013,3152501,Pouso Alegre,5,140223
2013,3152600,Pouso Alto,4.8,6291
2013,3152709,Prados,5.3,8807
2013,3152808,Prata,4.8,27109
2013,3152907,Pratápolis,5.1,8975
2013,3153004,Pratinha,5.5,3455
2013,3153103,Presidente Bernardes,5.3,5630
2013,3153202,Presidente Juscelino,5.3,3928
2013,3153301,Presidente Kubitschek,4.6,3050
2013,3153400,Presidente Olegário,5.4,19325
2013,3153509,Alto Jequitibá,5.1,8535
2013,3153608,Prudente de Morais,4.6,10181
2013,3153707,Quartel Geral,5,3470
2013,3153806,Queluzito,4.3,1934
2013,3153905,Raposos,5.2,16055
2013,3154002,Raul Soares,5.6,24423
2013,3154101,Recreio,4.9,10635
2013,3154150,Reduto,4.2,6920
2013,3154200,Resende Costa,4.4,11378
2013,3154309,Resplendor,4.8,17631
2013,3154408,Ressaquinha,5.2,4889
2013,3154457,Riachinho,4.5,8257
2013,3154507,Riacho dos Machados,4.8,9643
2013,3154606,Ribeirão das Neves,4,315819
2013,3154705,Ribeirão Vermelho,4.6,3990
2013,3154804,Rio Acima,3.8,9704
2013,3154903,Rio Casca,4.4,14376
2013,3155009,Rio Doce,4.9,2575
2013,3155108,Rio do Prado,4.6,5333
2013,3155207,Rio Espera,5.3,6045
2013,3155306,Rio Manso,5.3,5585
2013,3155405,Rio Novo,4,9013
2013,3155504,Rio Paranaíba,5.4,12328
2013,3155603,Rio Pardo de Minas,4.7,30418
2013,3155702,Rio Piracicaba,5.3,14578
2013,3155801,Rio Pomba,4,17804
2013,3155900,Rio Preto,4.2,5487
2013,3156007,Rio Vermelho,4.1,13755
2013,3156106,Ritápolis,5.5,4955
2013,3156205,Rochedo de Minas,4.1,2229
2013,3156304,Rodeiro,5.3,7429
2013,3156403,Romaria,5,3671
2013,3156452,Rosário da Limeira,5.7,4464
2013,3156502,Rubelita,3.8,7428
2013,3156601,Rubim,4.5,10278
2013,3156700,Sabará,4,132636
2013,3156809,Sabinópolis,4.4,16042
2013,3156908,Sacramento,4.6,25225
2013,3157005,Salinas,4.7,40942
2013,3157104,Salto da Divisa,3.2,7084
2013,3157203,Santa Bárbara,5,29595
2013,3157252,Santa Bárbara do Leste,5.2,8027
2013,3157278,Santa Bárbara do Monte Verde,4.6,2972
2013,3157302,Santa Bárbara do Tugúrio,5.3,4646
2013,3157336,Santa Cruz de Minas,3.1,8298
2013,3157377,Santa Cruz de Salinas,3.6,4434
2013,3157401,Santa Cruz do Escalvado,4.8,5050
2013,3157500,Santa Efigênia de Minas,3.7,4661
2013,3157609,Santa Fé de Minas,4,4034
2013,3157658,Santa Helena de Minas,4.5,6309
2013,3157708,Santa Juliana,4.4,12455
2013,3157807,Santa Luzia,3.9,213345
2013,3157906,Santa Margarida,4.3,15772
2013,3158003,Santa Maria de Itabira,4.7,10918
2013,3158102,Santa Maria do Salto,3.4,5406
2013,3158201,Santa Maria do Suaçuí,4.6,14839
2013,3158300,Santana da Vargem,5,7379
2013,3158409,Santana de Cataguases,4.6,3793
2013,3158508,Santana de Pirapama,4.5,8106
2013,3158607,Santana do Deserto,4.5,3997
2013,3158706,Santana do Garambéu,4.5,2361
2013,3158805,Santana do Jacaré,4.8,4793
2013,3158904,Santana do Manhuaçu,4.3,8834
2013,3158953,Santana do Paraíso,4.7,30255
2013,3159001,Santana do Riacho,4.3,4211
2013,3159100,Santana dos Montes,4.4,3908
2013,3159209,Santa Rita de Caldas,6.1,9239
2013,3159308,Santa Rita de Jacutinga,4.2,5090
2013,3159357,Santa Rita de Minas,4.6,6924
2013,3159407,Santa Rita de Ibitipoca,5,3628
2013,3159506,Santa Rita do Itueto,4.6,5782
2013,3159605,Santa Rita do Sapucaí,5.2,40435
2013,3159704,Santa Rosa da Serra,6.7,3347
2013,3159803,Santa Vitória,5,19106
2013,3159902,Santo Antônio do Amparo,4.6,18162
2013,3160009,Santo Antônio do Aventureiro,4.8,3650
2013,3160108,Santo Antônio do Grama,5.3,4138
2013,3160207,Santo Antônio do Itambé,4.4,4151
2013,3160306,Santo Antônio do Jacinto,4.1,12042
2013,3160405,Santo Antônio do Monte,5,27352
2013,3160454,Santo Antônio do Retiro,4.1,7236
2013,3160504,Santo Antônio do Rio Abaixo,5.5,1820
2013,3160603,Santo Hipólito,5.4,3276
2013,3160702,Santos Dumont,4.4,47557
2013,3160801,São Bento Abade,4.6,4915
2013,3160900,São Brás do Suaçuí,5.7,3673
2013,3160959,São Domingos das Dores,5.1,5622
2013,3161007,São Domingos do Prata,4.8,17811
2013,3161056,São Félix de Minas,4.6,3467
2013,3161106,São Francisco,3.9,56003
2013,3161205,São Francisco de Paula,5.4,6666
2013,3161304,São Francisco de Sales,4.6,6069
2013,3161403,São Francisco do Glória,5.2,5211
2013,3161502,São Geraldo,4.9,11178
2013,3161601,São Geraldo da Piedade,4.7,4372
2013,3161650,São Geraldo do Baixio,4.4,3740
2013,3161700,São Gonçalo do Abaeté,5.5,6651
2013,3161809,São Gonçalo do Pará,4.9,11289
2013,3161908,São Gonçalo do Rio Abaixo,4.9,10384
2013,3162005,São Gonçalo do Sapucaí,5.2,25007
2013,3162104,São Gotardo,5,33774
2013,3162203,São João Batista do Glória,5.6,7241
2013,3162252,São João da Lagoa,5.1,4858
2013,3162302,São João da Mata,5.2,2808
2013,3162401,São João da Ponte,3.9,25961
2013,3162450,São João das Missões,3.8,12421
2013,3162500,São João del Rei,4.8,88405
2013,3162559,São João do Manhuaçu,4.6,10917
2013,3162575,São João do Manteninha,5.5,5530
2013,3162609,São João do Oriente,3.9,7964
2013,3162658,São João do Pacuí,4.3,4276
2013,3162708,São João do Paraíso,4.8,23303
2013,3162807,São João Evangelista,4.7,16028
2013,3162906,São João Nepomuceno,4,26114
2013,3162922,São Joaquim de Bicas,4.1,28064
2013,3162948,São José da Barra,5.3,7155
2013,3162955,São José da Lapa,5.2,21538
2013,3163003,São José da Safira,4.9,4241
2013,3163102,São José da Varginha,4.8,4556
2013,3163201,São José do Alegre,4.6,4163
2013,3163300,São José do Divino,4.1,3942
2013,3163409,São José do Goiabal,4.6,5717
2013,3163508,São José do Jacuri,4.7,6694
2013,3163607,São José do Mantimento,5,2721
2013,3163706,São Lourenço,5.1,44037
2013,3163805,São Miguel do Anta,4.5,6991
2013,3163904,São Pedro da União,5.6,5054
2013,3164001,São Pedro dos Ferros,4.4,8397
2013,3164100,São Pedro do Suaçuí,4.7,5616
2013,3164209,São Romão,4.1,11179
2013,3164308,São Roque de Minas,5.1,6973
2013,3164407,São Sebastião da Bela Vista,5.1,5249
2013,3164431,São Sebastião da Vargem Alegre,5,2936
2013,3164472,São Sebastião do Anta,4.5,6140
2013,3164506,São Sebastião do Maranhão,4.3,10740
2013,3164605,São Sebastião do Oeste,5.1,6255
2013,3164704,São Sebastião do Paraíso,5.4,68518
2013,3164803,São Sebastião do Rio Preto,4.6,1622
2013,3164902,São Sebastião do Rio Verde,5.6,2206
2013,3165008,São Tiago,5.4,10955
2013,3165107,São Tomás de Aquino,5.7,7257
2013,3165206,São Thomé das Letras,5.1,6962
2013,3165305,São Vicente de Minas,5.8,7420
2013,3165404,Sapucaí-Mirim,5,6616
2013,3165503,Sardoá,4.2,5957
2013,3165537,Sarzedo,4.4,28625
2013,3165552,Setubinha,4.3,11592
2013,3165560,Sem-Peixe,5.4,2856
2013,3165578,Senador Amaral,4.7,5398
2013,3165602,Senador Cortes,5.8,2046
2013,3165701,Senador Firmino,5.3,7598
2013,3165800,Senador José Bento,5.2,1804
2013,3165909,Senador Modestino Gonçalves,,4564
2013,3166006,Senhora de Oliveira,4.6,5864
2013,3166105,Senhora do Porto,4.3,3597
2013,3166204,Senhora dos Remédios,4.9,10544
2013,3166303,Sericita,3.9,7375
2013,3166402,Seritinga,,1855
2013,3166501,Serra Azul de Minas,3.8,4353
2013,3166600,Serra da Saudade,,825
2013,3166709,Serra dos Aimorés,3.9,8720
2013,3166808,Serra do Salitre,5.4,11142
2013,3166907,Serrania,4.6,7778
2013,3166956,Serranópolis de Minas,3.5,4650
2013,3167004,Serranos,3.7,2037
2013,3167103,Serro,4.6,21419
2013,3167202,Sete Lagoas,4.6,227571
2013,3167301,Silveirânia,6.1,2271
2013,3167400,Silvianópolis,5.1,6249
2013,3167509,Simão Pereira,2.8,2628
2013,3167608,Simonésia,4.4,19188
2013,3167707,Sobrália,3.7,5897
2013,3167806,Soledade de Minas,4.9,5971
2013,3167905,Tabuleiro,5,4085
2013,3168002,Taiobeiras,4.9,32698
2013,3168051,Taparuba,4.9,3210
2013,3168101,Tapira,5.6,4423
2013,3168200,Tapiraí,,1923
2013,3168309,Taquaraçu de Minas,4,3980
2013,3168408,Tarumirim,4.6,14677
2013,3168507,Teixeiras,5.1,11745
2013,3168606,Teófilo Otoni,4.2,140067
2013,3168705,Timóteo,4.9,86014
2013,3168804,Tiradentes,4.4,7457
2013,3168903,Tiros,5,6955
2013,3169000,Tocantins,4.9,16494
2013,3169059,Tocos do Moji,5.5,4099
2013,3169109,Toledo,4.6,6066
2013,3169208,Tombos,4.1,9321
2013,3169307,Três Corações,4.8,76734
2013,3169356,Três Marias,5.3,30302
2013,3169406,Três Pontas,4.7,56156
2013,3169505,Tumiritinga,5.1,6593
2013,3169604,Tupaciguara,4.8,25171
2013,3169703,Turmalina,5.1,19114
2013,3169802,Turvolândia,5,4897
2013,3169901,Ubá,5.1,108493
2013,3170008,Ubaí,3.6,12248
2013,3170057,Ubaporanga,4.4,12487
2013,3170107,Uberaba,5,315360
2013,3170206,Uberlândia,4.6,646673
2013,3170305,Umburatiba,4.7,2746
2013,3170404,Unaí,4.5,81693
2013,3170438,União de Minas,4.6,4498
2013,3170479,Uruana de Minas,4.8,3326
2013,3170503,Urucânia,4.4,10581
2013,3170529,Urucuia,4.4,14963
2013,3170578,Vargem Alegre,4.9,6635
2013,3170602,Vargem Bonita,5.8,2216
2013,3170651,Vargem Grande do Rio Pardo,5.1,4942
2013,3170701,Varginha,4.8,130139
2013,3170750,Varjão de Minas,5.1,6558
2013,3170800,Várzea da Palma,4.7,37879
2013,3170909,Varzelândia,4.5,19678
2013,3171006,Vazante,5.1,20506
2013,3171030,Verdelândia,4.2,8875
2013,3171071,Veredinha,4.5,5746
2013,3171105,Veríssimo,4.7,3733
2013,3171154,Vermelho Novo,4.9,4859
2013,3171204,Vespasiano,4.6,114365
2013,3171303,Viçosa,4.4,76147
2013,3171402,Vieiras,5.3,3790
2013,3171501,Mathias Lobato,4.2,3406
2013,3171600,Virgem da Lapa,4.6,14016
2013,3171709,Virgínia,5.3,8864
2013,3171808,Virginópolis,5,10830
2013,3171907,Virgolândia,4.6,5720
2013,3172004,Visconde do Rio Branco,4.4,40356
2013,3172103,Volta Grande,4.7,5258
2013,3172202,Wenceslau Braz,4.9,2619
2013,3200102,Afonso Cláudio,4.3,32551
2013,3200136,Águia Branca,4.7,10045
2013,3200169,Água Doce do Norte,4.3,12164
2013,3200201,Alegre,4.4,32267
2013,3200300,Alfredo Chaves,5,14859
2013,3200359,Alto Rio Novo,4.8,7841
2013,3200409,Anchieta,3.4,26658
2013,3200508,Apiacá,5.2,7916
2013,3200607,Aracruz,4.2,91562
2013,3200706,Atilio Vivacqua,3.6,10862
2013,3200805,Baixo Guandu,4.1,31126
2013,3200904,Barra de São Francisco,3.9,43882
2013,3201001,Boa Esperança,4.2,15169
2013,3201100,Bom Jesus do Norte,3.4,10095
2013,3201159,Brejetuba,4.7,12669
2013,3201209,Cachoeiro de Itapemirim,3.8,205213
2013,3201308,Cariacica,3.5,375974
2013,3201407,Castelo,4.4,37331
2013,3201506,Colatina,4.6,120677
2013,3201605,Conceição da Barra,3.6,30659
2013,3201704,Conceição do Castelo,4.8,12579
2013,3201803,Divino de São Lourenço,3.7,4688
2013,3201902,Domingos Martins,5.6,34059
2013,3202009,Dores do Rio Preto,4,6827
2013,3202108,Ecoporanga,4.2,24327
2013,3202207,Fundão,3.3,19177
2013,3202256,Governador Lindenberg,4.4,11953
2013,3202306,Guaçuí,3.4,30144
2013,3202405,Guarapari,3.6,116278
2013,3202454,Ibatiba,4.1,24575
2013,3202504,Ibiraçu,3.8,12124
2013,3202553,Ibitirama,4.1,9400
2013,3202603,Iconha,4.8,13548
2013,3202652,Irupi,4,12798
2013,3202702,Itaguaçu,4.9,14844
2013,3202801,Itapemirim,3.5,33610
2013,3202900,Itarana,5.4,11349
2013,3203007,Iúna,3.9,29258
2013,3203056,Jaguaré,4.3,27599
2013,3203106,Jerônimo Monteiro,4,11707
2013,3203130,João Neiva,3.6,16869
2013,3203163,Laranja da Terra,5.3,11418
2013,3203205,Linhares,4.2,157814
2013,3203304,Mantenópolis,4.5,14808
2013,3203320,Marataízes,3.5,37140
2013,3203346,Marechal Floriano,5.2,15689
2013,3203353,Marilândia,5.4,12092
2013,3203403,Mimoso do Sul,3.8,27309
2013,3203502,Montanha,3.9,19049
2013,3203601,Mucurici,3.5,5909
2013,3203700,Muniz Freire,5.5,19081
2013,3203809,Muqui,4.4,15438
2013,3203908,Nova Venécia,4.5,49564
2013,3204005,Pancas,4.5,23125
2013,3204054,Pedro Canário,3.8,25700
2013,3204104,Pinheiros,3.7,26023
2013,3204203,Piúma,4.1,20082
2013,3204252,Ponto Belo,4.2,7590
2013,3204302,Presidente Kennedy,2.8,11130
2013,3204351,Rio Bananal,3.8,18892
2013,3204401,Rio Novo do Sul,4.5,11993
2013,3204500,Santa Leopoldina,4.2,12881
2013,3204559,Santa Maria de Jetibá,4,37720
2013,3204609,Santa Teresa,4.3,23432
2013,3204658,São Domingos do Norte,4.5,8595
2013,3204708,São Gabriel da Palha,4.1,35232
2013,3204807,São José do Calçado,3.5,10987
2013,3204906,São Mateus,4.3,120725
2013,3204955,São Roque do Canaã,5.1,12179
2013,3205002,Serra,3.6,467318
2013,3205010,Sooretama,3.5,26843
2013,3205036,Vargem Alta,4.5,20744
2013,3205069,Venda Nova do Imigrante,5,22873
2013,3205101,Viana,3.1,72115
2013,3205150,Vila Pavão,4.6,9272
2013,3205176,Vila Valério,4.5,14614
2013,3205200,Vila Velha,3.7,458489
2013,3205309,Vitória,4,348268
2013,3300100,Angra dos Reis,3.4,181486
2013,3300159,Aperibé,4.8,10736
2013,3300209,Araruama,3.5,118964
2013,3300225,Areal,4.3,11785
2013,3300233,Armação dos Búzios,4.3,29790
2013,3300258,Arraial do Cabo,2.8,28627
2013,3300308,Barra do Piraí,4.1,96261
2013,3300407,Barra Mansa,4,179472
2013,3300456,Belford Roxo,3.3,477583
2013,3300506,Bom Jardim,4.6,25969
2013,3300605,Bom Jesus do Itabapoana,4.8,35825
2013,3300704,Cabo Frio,3.4,200380
2013,3300803,Cachoeiras de Macacu,3.9,55632
2013,3300902,Cambuci,5,14862
2013,3300936,Carapebus,3.4,14408
2013,3300951,Comendador Levy Gasparian,3.9,8240
2013,3301009,Campos dos Goytacazes,3.3,477208
2013,3301108,Cantagalo,4.9,19825
2013,3301157,Cardoso Moreira,3.9,12599
2013,3301207,Carmo,4.9,17944
2013,3301306,Casimiro de Abreu,3.7,38492
2013,3301405,Conceição de Macabu,3.8,21844
2013,3301504,Cordeiro,4.6,20863
2013,3301603,Duas Barras,4.7,11070
2013,3301702,Duque de Caxias,3.3,873921
2013,3301801,Engenheiro Paulo de Frontin,4.5,13505
2013,3301850,Guapimirim,3.7,54706
2013,3301876,Iguaba Grande,3.5,24788
2013,3301900,Itaboraí,3.3,225263
2013,3302007,Itaguaí,3.4,115542
2013,3302056,Italva,5.4,14405
2013,3302106,Itaocara,5.1,22870
2013,3302205,Itaperuna,4.6,98004
2013,3302254,Itatiaia,4,29744
2013,3302270,Japeri,3.1,98393
2013,3302304,Laje do Muriaé,4.1,7385
2013,3302403,Macaé,3.3,224442
2013,3302452,Macuco,4.9,5360
2013,3302502,Magé,3.5,232419
2013,3302601,Mangaratiba,4.6,39210
2013,3302700,Maricá,3.6,139552
2013,3302809,Mendes,4.4,18072
2013,3302858,Mesquita,3.5,170185
2013,3302908,Miguel Pereira,4.5,24815
2013,3303005,Miracema,4.8,26786
2013,3303104,Natividade,4.4,15069
2013,3303203,Nilópolis,3.3,158288
2013,3303302,Niterói,3.5,494200
2013,3303401,Nova Friburgo,4.8,184122
2013,3303500,Nova Iguaçu,3.4,804815
2013,3303609,Paracambi,3.7,48705
2013,3303708,Paraíba do Sul,4.3,41955
2013,3303807,Paraty,3.9,39434
2013,3303856,Paty do Alferes,4,26696
2013,3303906,Petrópolis,4,297888
2013,3303955,Pinheiral,3.7,23488
2013,3304003,Piraí,4.6,27311
2013,3304102,Porciúncula,4.5,18188
2013,3304110,Porto Real,3.5,17663
2013,3304128,Quatis,3.6,13283
2013,3304144,Queimados,3.2,141753
2013,3304151,Quissamã,3.9,21806
2013,3304201,Resende,4.1,123385
2013,3304300,Rio Bonito,3.6,56942
2013,3304409,Rio Claro,4.1,17709
2013,3304508,Rio das Flores,4.8,8783
2013,3304524,Rio das Ostras,4.1,122196
2013,3304557,Rio de Janeiro,4.4,6429923
2013,3304607,Santa Maria Madalena,4.7,10282
2013,3304706,Santo Antônio de Pádua,5,41035
2013,3304755,São Francisco de Itabapoana,3.9,41397
2013,3304805,São Fidélis,4.5,37717
2013,3304904,São Gonçalo,3.2,1025507
2013,3305000,São João da Barra,3.7,33951
2013,3305109,São João de Meriti,3.4,460799
2013,3305133,São José de Ubá,3.2,7143
2013,3305158,São José do Vale do Rio Preto,4.2,20704
2013,3305208,São Pedro da Aldeia,3.4,93659
2013,3305307,São Sebastião do Alto,4.7,9012
2013,3305406,Sapucaia,4.6,17610
2013,3305505,Saquarema,4.3,79421
2013,3305554,Seropédica,3.4,81260
2013,3305604,Silva Jardim,3.4,21366
2013,3305703,Sumidouro,4.5,15070
2013,3305752,Tanguá,3.1,31844
2013,3305802,Teresópolis,4.1,169849
2013,3305901,Trajano de Moraes,5,10347
2013,3306008,Três Rios,4.2,78723
2013,3306107,Valença,4.4,73154
2013,3306156,Varre-Sai,4.2,9861
2013,3306206,Vassouras,4.8,35112
2013,3306305,Volta Redonda,4.3,261522
2013,3500105,Adamantina,4.6,34953
2013,3500204,Adolfo,5.3,3639
2013,3500303,Aguaí,4.7,34188
2013,3500402,Águas da Prata,5,7942
2013,3500501,Águas de Lindóia,5.1,18108
2013,3500550,Águas de Santa Bárbara,4.3,5876
2013,3500600,Águas de São Pedro,5.7,3004
2013,3500709,Agudos,4.3,36150
2013,3500758,Alambari,4.7,5356
2013,3500808,Alfredo Marcondes,5,4064
2013,3500907,Altair,4.4,4010
2013,3501004,Altinópolis,4.7,16137
2013,3501103,Alto Alegre,4.5,4193
2013,3501152,Alumínio,4.3,17784
2013,3501202,Álvares Florence,5.1,3915
2013,3501301,Álvares Machado,4.1,24482
2013,3501400,Álvaro de Carvalho,4.5,4937
2013,3501509,Alvinlândia,4.5,3137
2013,3501608,Americana,5.1,224551
2013,3501707,Américo Brasiliense,4.7,37165
2013,3501806,Américo de Campos,5.3,5916
2013,3501905,Amparo,5.1,69322
2013,3502002,Analândia,5,4612
2013,3502101,Andradina,4.7,57145
2013,3502200,Angatuba,5.3,23666
2013,3502309,Anhembi,4.5,6120
2013,3502408,Anhumas,4.5,3941
2013,3502507,Aparecida,5,36151
2013,3502606,Aparecida d&apos;Oeste,5,4468
2013,3502705,Apiaí,4.7,25491
2013,3502754,Araçariguama,4.5,19144
2013,3502804,Araçatuba,4.5,190536
2013,3502903,Araçoiaba da Serra,4.5,30088
2013,3503000,Aramina,5.1,5416
2013,3503109,Arandu,4.4,6334
2013,3503158,Arapeí,3.6,2541
2013,3503208,Araraquara,4.5,222036
2013,3503307,Araras,5.1,126391
2013,3503356,Arco-Íris,5.2,1925
2013,3503406,Arealva,5.1,8245
2013,3503505,Areias,4.2,3839
2013,3503604,Areiópolis,4.2,10989
2013,3503703,Ariranha,5.1,9095
2013,3503802,Artur Nogueira,5,48420
2013,3503901,Arujá,4.5,81326
2013,3503950,Aspásia,5,1854
2013,3504008,Assis,5,100204
2013,3504107,Atibaia,4.9,134567
2013,3504206,Auriflama,5.4,14831
2013,3504305,Avaí,4.1,5210
2013,3504404,Avanhandava,4.2,12307
2013,3504503,Avaré,4.7,87238
2013,3504602,Bady Bassitt,4.8,15851
2013,3504701,Balbinos,,4433
2013,3504800,Bálsamo,5.1,8631
2013,3504909,Bananal,4,10680
2013,3505005,Barão de Antonina,4.9,3297
2013,3505104,Barbosa,4,6998
2013,3505203,Bariri,5,33466
2013,3505302,Barra Bonita,4.9,36310
2013,3505351,Barra do Chapéu,4.7,5514
2013,3505401,Barra do Turvo,3.5,7878
2013,3505500,Barretos,4.9,117779
2013,3505609,Barrinha,4.5,30506
2013,3505708,Barueri,4.7,256756
2013,3505807,Bastos,4.9,21061
2013,3505906,Batatais,4.5,59654
2013,3506003,Bauru,4.4,362062
2013,3506102,Bebedouro,4.4,77487
2013,3506201,Bento de Abreu,4.3,2831
2013,3506300,Bernardino de Campos,5.1,11133
2013,3506359,Bertioga,4,53679
2013,3506409,Bilac,5,7519
2013,3506508,Birigui,5.1,115898
2013,3506607,Biritiba-Mirim,4,30492
2013,3506706,Boa Esperança do Sul,4.1,14356
2013,3506805,Bocaina,4.6,11568
2013,3506904,Bofete,4.1,10504
2013,3507001,Boituva,4.9,53431
2013,3507100,Bom Jesus dos Perdões,5,21976
2013,3507159,Bom Sucesso de Itararé,4.7,3772
2013,3507209,Borá,5.7,834
2013,3507308,Boracéia,4.9,4540
2013,3507407,Borborema,5.1,15335
2013,3507456,Borebi,3.7,2458
2013,3507506,Botucatu,4.1,136269
2013,3507605,Bragança Paulista,4.5,156995
2013,3507704,Braúna,4.7,5345
2013,3507753,Brejo Alegre,5.1,2723
2013,3507803,Brodowski,4.6,22797
2013,3507902,Brotas,4.6,22959
2013,3508009,Buri,4.2,19395
2013,3508108,Buritama,5,16312
2013,3508207,Buritizal,3.8,4279
2013,3508306,Cabrália Paulista,4.8,4430
2013,3508405,Cabreúva,4.7,45112
2013,3508504,Caçapava,4.2,89668
2013,3508603,Cachoeira Paulista,4.2,31791
2013,3508702,Caconde,5,18926
2013,3508801,Cafelândia,4.3,17346
2013,3508900,Caiabu,4.5,4201
2013,3509007,Caieiras,4.7,93215
2013,3509106,Caiuá,4.7,5418
2013,3509205,Cajamar,4.3,69584
2013,3509254,Cajati,4.4,29059
2013,3509304,Cajobi,5.3,10232
2013,3509403,Cajuru,4.4,24783
